email_type,subcategory,subject,body,source
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,"Aisha, this is a confirmation that your account password change was completed. Manage your security settings at https://myaccount.communityhealthsystem.org/settings. If you didn't request this, reach out to the helpdesk directly. Regards, Community Health System IT",synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,"Hello Robert, your account password was just changed. No action is needed if this was you. You can review your login history at https://account.riversidehealth.org/login-history at any time. Thanks, IT Support",synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,This is an automated confirmation that the password on Linda's account was reset. View or update your security preferences at https://settings.mychart-app.com/account-settings. Contact IT support if you did not make this change. IT Support,synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,"This confirms that the password for the account belonging to David was successfully changed just now. If you made this change, no further action is needed. Review your account activity at https://myaccount.communityhealthsystem.org/security. If you did not request this change, please contact the IT helpdesk directly. Thanks, Community Health System IT",synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,"Hi Priya, your password was updated successfully. You can review recent sign-in activity at https://account.riversidehealth.org/activity. If this wasn't you, contact IT support right away using the number on our website, not this email. IT Support",synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,"Thomas, this is a confirmation that your account password change was completed. Manage your security settings at https://settings.mychart-app.com/settings. If you didn't request this, reach out to the helpdesk directly. Regards, IT Support",synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,"Hello Grace, your account password was just changed. No action is needed if this was you. You can review your login history at https://myaccount.communityhealthsystem.org/login-history at any time. Thanks, Community Health System IT",synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,This is an automated confirmation that the password on Samuel's account was reset. View or update your security preferences at https://account.riversidehealth.org/account-settings. Contact IT support if you did not make this change. IT Support,synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,"This confirms that the password for the account belonging to Elena was successfully changed just now. If you made this change, no further action is needed. Review your account activity at https://settings.mychart-app.com/security. If you did not request this change, please contact the IT helpdesk directly. Thanks, IT Support",synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,"Hi Michael, your password was updated successfully. You can review recent sign-in activity at https://myaccount.communityhealthsystem.org/activity. If this wasn't you, contact IT support right away using the number on our website, not this email. Community Health System IT",synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,"Chidi, this is a confirmation that your account password change was completed. Manage your security settings at https://account.riversidehealth.org/settings. If you didn't request this, reach out to the helpdesk directly. Regards, IT Support",synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,"Hello Susan, your account password was just changed. No action is needed if this was you. You can review your login history at https://settings.mychart-app.com/login-history at any time. Thanks, IT Support",synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,This is an automated confirmation that the password on Carlos's account was reset. View or update your security preferences at https://myaccount.communityhealthsystem.org/account-settings. Contact IT support if you did not make this change. Community Health System IT,synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,"This confirms that the password for the account belonging to Nina was successfully changed just now. If you made this change, no further action is needed. Review your account activity at https://account.riversidehealth.org/security. If you did not request this change, please contact the IT helpdesk directly. Thanks, IT Support",synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,"Hi Brian, your password was updated successfully. You can review recent sign-in activity at https://settings.mychart-app.com/activity. If this wasn't you, contact IT support right away using the number on our website, not this email. IT Support",synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,"Fatima, this is a confirmation that your account password change was completed. Manage your security settings at https://myaccount.communityhealthsystem.org/settings. If you didn't request this, reach out to the helpdesk directly. Regards, Community Health System IT",synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,"Hello Kevin, your account password was just changed. No action is needed if this was you. You can review your login history at https://account.riversidehealth.org/login-history at any time. Thanks, IT Support",synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,This is an automated confirmation that the password on Rachel's account was reset. View or update your security preferences at https://settings.mychart-app.com/account-settings. Contact IT support if you did not make this change. IT Support,synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,"This confirms that the password for the account belonging to Omar was successfully changed just now. If you made this change, no further action is needed. Review your account activity at https://myaccount.communityhealthsystem.org/security. If you did not request this change, please contact the IT helpdesk directly. Thanks, Community Health System IT",synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,"Hi Diane, your password was updated successfully. You can review recent sign-in activity at https://account.riversidehealth.org/activity. If this wasn't you, contact IT support right away using the number on our website, not this email. IT Support",synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,"Victor, this is a confirmation that your account password change was completed. Manage your security settings at https://settings.mychart-app.com/settings. If you didn't request this, reach out to the helpdesk directly. Regards, IT Support",synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,"Hello Wendy, your account password was just changed. No action is needed if this was you. You can review your login history at https://myaccount.communityhealthsystem.org/login-history at any time. Thanks, Community Health System IT",synthetic_llm_batch_url_patch
Safe Email,password_reset_confirmed,Your Password Was Successfully Changed,This is an automated confirmation that the password on Isaac's account was reset. View or update your security preferences at https://account.riversidehealth.org/account-settings. Contact IT support if you did not make this change. IT Support,synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"A new training module on updated documentation standards has been assigned to you in the learning portal. You have 14 days to complete it at your own pace. Log in at https://learning.riversidehealth.org/courses whenever it's convenient to get started. Thanks, Learning and Development",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"Hi James, you've been enrolled in a course covering annual HIPAA refresher. Access it any time at https://lms.communityhealthsystem.org/my-courses; you have 21 days to finish. Reach out if you run into any issues. Learning and Development",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"Aisha, a new CME module on new charting workflow is now available in your training queue. Start it at https://training.riversidehealth.org at your convenience, due within 28 days. Regards, Riverside Health Training",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"Hello Robert, please complete the assigned training on infection control update by logging in at https://learning.riversidehealth.org/courses. You have 35 days from today. Thanks for staying current, Learning and Development",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"Hi Linda, a refresher module on patient communication best practices has been added to your learning plan. Sign in at https://lms.communityhealthsystem.org/learning-plan to begin; it's due in 14 days. Learning and Development",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"A new training module on updated documentation standards has been assigned to you in the learning portal. You have 21 days to complete it at your own pace. Log in at https://training.riversidehealth.org/courses whenever it's convenient to get started. Thanks, Riverside Health Training",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"Hi Priya, you've been enrolled in a course covering annual HIPAA refresher. Access it any time at https://learning.riversidehealth.org/my-courses; you have 28 days to finish. Reach out if you run into any issues. Learning and Development",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"Thomas, a new CME module on new charting workflow is now available in your training queue. Start it at https://lms.communityhealthsystem.org at your convenience, due within 35 days. Regards, Learning and Development",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"Hello Grace, please complete the assigned training on infection control update by logging in at https://training.riversidehealth.org/courses. You have 14 days from today. Thanks for staying current, Riverside Health Training",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"Hi Samuel, a refresher module on patient communication best practices has been added to your learning plan. Sign in at https://learning.riversidehealth.org/learning-plan to begin; it's due in 21 days. Learning and Development",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"A new training module on updated documentation standards has been assigned to you in the learning portal. You have 28 days to complete it at your own pace. Log in at https://lms.communityhealthsystem.org/courses whenever it's convenient to get started. Thanks, Learning and Development",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"Hi Michael, you've been enrolled in a course covering annual HIPAA refresher. Access it any time at https://training.riversidehealth.org/my-courses; you have 35 days to finish. Reach out if you run into any issues. Riverside Health Training",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"Chidi, a new CME module on new charting workflow is now available in your training queue. Start it at https://learning.riversidehealth.org at your convenience, due within 14 days. Regards, Learning and Development",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"Hello Susan, please complete the assigned training on infection control update by logging in at https://lms.communityhealthsystem.org/courses. You have 21 days from today. Thanks for staying current, Learning and Development",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"Hi Carlos, a refresher module on patient communication best practices has been added to your learning plan. Sign in at https://training.riversidehealth.org/learning-plan to begin; it's due in 28 days. Riverside Health Training",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"A new training module on updated documentation standards has been assigned to you in the learning portal. You have 35 days to complete it at your own pace. Log in at https://learning.riversidehealth.org/courses whenever it's convenient to get started. Thanks, Learning and Development",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"Hi Brian, you've been enrolled in a course covering annual HIPAA refresher. Access it any time at https://lms.communityhealthsystem.org/my-courses; you have 14 days to finish. Reach out if you run into any issues. Learning and Development",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"Fatima, a new CME module on new charting workflow is now available in your training queue. Start it at https://training.riversidehealth.org at your convenience, due within 21 days. Regards, Riverside Health Training",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"Hello Kevin, please complete the assigned training on infection control update by logging in at https://learning.riversidehealth.org/courses. You have 28 days from today. Thanks for staying current, Learning and Development",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"Hi Rachel, a refresher module on patient communication best practices has been added to your learning plan. Sign in at https://lms.communityhealthsystem.org/learning-plan to begin; it's due in 35 days. Learning and Development",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"A new training module on updated documentation standards has been assigned to you in the learning portal. You have 14 days to complete it at your own pace. Log in at https://training.riversidehealth.org/courses whenever it's convenient to get started. Thanks, Riverside Health Training",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"Hi Diane, you've been enrolled in a course covering annual HIPAA refresher. Access it any time at https://learning.riversidehealth.org/my-courses; you have 21 days to finish. Reach out if you run into any issues. Learning and Development",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"Victor, a new CME module on new charting workflow is now available in your training queue. Start it at https://lms.communityhealthsystem.org at your convenience, due within 28 days. Regards, Learning and Development",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"Hello Wendy, please complete the assigned training on infection control update by logging in at https://training.riversidehealth.org/courses. You have 35 days from today. Thanks for staying current, Riverside Health Training",synthetic_llm_batch_url_patch
Safe Email,cme_training_genuine,New Training Module Assigned,"Hi Isaac, a refresher module on patient communication best practices has been added to your learning plan. Sign in at https://learning.riversidehealth.org/learning-plan to begin; it's due in 14 days. Learning and Development",synthetic_llm_batch_url_patch
